+ACI-date+ACI-,+ACI-product+ACI-,+ACI-sales+ACI-,+ACI-day+AF8-of+AF8-week+ACI-,+ACI-month+ACI-,+ACI-quarter+ACI-,+ACI-year+ACI-,+ACI-day+AF8-of+AF8-year+ACI-,+ACI-sales+AF8-rolling+AF8-7+ACI-,+ACI-sales+AF8-rolling+AF8-30+ACI-,+ACI-sales+AF8-lag+AF8-1+ACI-,+ACI-sales+AF8-lag+AF8-7+ACI-,,
2023+AC0-11+AC0-23,+ACI-Widget A+ACI-,24,3,11,4,2023,327,+ACI-25.571428571428573+ACI-,+ACI-25.4+ACI-,+ACI-24.0+ACI-,+ACI-39.0+ACI-,,
2023+AC0-11+AC0-24,+ACI-Widget A+ACI-,30,4,11,4,2023,328,+ACI-27.142857142857142+ACI-,+ACI-25.833333333333332+ACI-,+ACI-24.0+ACI-,+ACI-19.0+ACI-,,
2023+AC0-11+AC0-25,+ACI-Widget A+ACI-,21,5,11,4,2023,329,+ACI-26.428571428571427+ACI-,+ACI-25.533333333333335+ACI-,+ACI-30.0+ACI-,+ACI-26.0+ACI-,,
2023+AC0-11+AC0-26,+ACI-Widget A+ACI-,27,6,11,4,2023,330,+ACI-26.857142857142858+ACI-,+ACI-25.7+ACI-,+ACI-21.0+ACI-,+ACI-24.0+ACI-,,
2023+AC0-11+AC0-27,+ACI-Widget A+ACI-,27,0,11,4,2023,331,+ACI-27.285714285714285+ACI-,+ACI-25.7+ACI-,+ACI-27.0+ACI-,+ACI-24.0+ACI-,,
2023+AC0-11+AC0-28,+ACI-Widget A+ACI-,22,1,11,4,2023,332,+ACI-25.0+ACI-,+ACI-25.533333333333335+ACI-,+ACI-27.0+ACI-,+ACI-38.0+ACI-,,
2023+AC0-11+AC0-29,+ACI-Widget A+ACI-,20,2,11,4,2023,333,+ACI-24.428571428571427+ACI-,+ACI-24.933333333333334+ACI-,+ACI-22.0+ACI-,+ACI-24.0+ACI-,,
2023+AC0-11+AC0-30,+ACI-Widget A+ACI-,27,3,11,4,2023,334,+ACI-24.857142857142858+ACI-,+ACI-25.066666666666666+ACI-,+ACI-20.0+ACI-,+ACI-24.0+ACI-,,
2023+AC0-12+AC0-01,+ACI-Widget A+ACI-,35,4,12,4,2023,335,+ACI-25.571428571428573+ACI-,+ACI-25.433333333333334+ACI-,+ACI-27.0+ACI-,+ACI-30.0+ACI-,,
2023+AC0-12+AC0-02,+ACI-Widget A+ACI-,27,5,12,4,2023,336,+ACI-26.428571428571427+ACI-,+ACI-25.2+ACI-,+ACI-35.0+ACI-,+ACI-21.0+ACI-,,
2023+AC0-12+AC0-03,+ACI-Widget A+ACI-,25,6,12,4,2023,337,+ACI-26.142857142857142+ACI-,+ACI-25.0+ACI-,+ACI-27.0+ACI-,+ACI-27.0+ACI-,,
2023+AC0-12+AC0-04,+ACI-Widget A+ACI-,24,0,12,4,2023,338,+ACI-25.714285714285715+ACI-,+ACI-24.833333333333332+ACI-,+ACI-25.0+ACI-,+ACI-27.0+ACI-,,
2023+AC0-12+AC0-05,+ACI-Widget A+ACI-,26,1,12,4,2023,339,+ACI-26.285714285714285+ACI-,+ACI-25.1+ACI-,+ACI-24.0+ACI-,+ACI-22.0+ACI-,,
2023+AC0-12+AC0-06,+ACI-Widget A+ACI-,19,2,12,4,2023,340,+ACI-26.142857142857142+ACI-,+ACI-24.966666666666665+ACI-,+ACI-26.0+ACI-,+ACI-20.0+ACI-,,
2023+AC0-12+AC0-07,+ACI-Widget A+ACI-,24,3,12,4,2023,341,+ACI-25.714285714285715+ACI-,+ACI-24.933333333333334+ACI-,+ACI-19.0+ACI-,+ACI-27.0+ACI-,,
2023+AC0-12+AC0-08,+ACI-Widget A+ACI-,27,4,12,4,2023,342,+ACI-24.571428571428573+ACI-,+ACI-25.266666666666666+ACI-,+ACI-24.0+ACI-,+ACI-35.0+ACI-,,
2023+AC0-12+AC0-09,+ACI-Widget A+ACI-,23,5,12,4,2023,343,+ACI-24.0+ACI-,+ACI-25.066666666666666+ACI-,+ACI-27.0+ACI-,+ACI-27.0+ACI-,,
2023+AC0-12+AC0-10,+ACI-Widget A+ACI-,23,6,12,4,2023,344,+ACI-23.714285714285715+ACI-,+ACI-24.966666666666665+ACI-,+ACI-23.0+ACI-,+ACI-25.0+ACI-,,
2023+AC0-12+AC0-11,+ACI-Widget A+ACI-,24,0,12,4,2023,345,+ACI-23.714285714285715+ACI-,+ACI-25.066666666666666+ACI-,+ACI-23.0+ACI-,+ACI-24.0+ACI-,,
2023+AC0-12+AC0-12,+ACI-Widget A+ACI-,25,1,12,4,2023,346,+ACI-23.571428571428573+ACI-,+ACI-25.2+ACI-,+ACI-24.0+ACI-,+ACI-26.0+ACI-,,
2023+AC0-12+AC0-13,+ACI-Widget A+ACI-,18,2,12,4,2023,347,+ACI-23.428571428571427+ACI-,+ACI-25.1+ACI-,+ACI-25.0+ACI-,+ACI-19.0+ACI-,,
2023+AC0-12+AC0-14,+ACI-Widget A+ACI-,20,3,12,4,2023,348,+ACI-22.857142857142858+ACI-,+ACI-25.066666666666666+ACI-,+ACI-18.0+ACI-,+ACI-24.0+ACI-,,
2023+AC0-12+AC0-15,+ACI-Widget A+ACI-,17,4,12,4,2023,349,+ACI-21.428571428571427+ACI-,+ACI-24.966666666666665+ACI-,+ACI-20.0+ACI-,+ACI-27.0+ACI-,,
2023+AC0-12+AC0-16,+ACI-Widget A+ACI-,25,5,12,4,2023,350,+ACI-21.714285714285715+ACI-,+ACI-24.5+ACI-,+ACI-17.0+ACI-,+ACI-23.0+ACI-,,
2023+AC0-12+AC0-17,+ACI-Widget A+ACI-,20,6,12,4,2023,351,+ACI-21.285714285714285+ACI-,+ACI-24.533333333333335+ACI-,+ACI-25.0+ACI-,+ACI-23.0+ACI-,,
2023+AC0-12+AC0-18,+ACI-Widget A+ACI-,26,0,12,4,2023,352,+ACI-21.571428571428573+ACI-,+ACI-24.533333333333335+ACI-,+ACI-20.0+ACI-,+ACI-24.0+ACI-,,
2023+AC0-12+AC0-19,+ACI-Widget A+ACI-,22,1,12,4,2023,353,+ACI-21.142857142857142+ACI-,+ACI-24.466666666666665+ACI-,+ACI-26.0+ACI-,+ACI-25.0+ACI-,,
2023+AC0-12+AC0-20,+ACI-Widget A+ACI-,20,2,12,4,2023,354,+ACI-21.428571428571427+ACI-,+ACI-24.333333333333332+ACI-,+ACI-22.0+ACI-,+ACI-18.0+ACI-,,
2023+AC0-12+AC0-21,+ACI-Widget A+ACI-,23,3,12,4,2023,355,+ACI-21.857142857142858+ACI-,+ACI-23.833333333333332+ACI-,+ACI-20.0+ACI-,+ACI-20.0+ACI-,,
2023+AC0-12+AC0-22,+ACI-Widget A+ACI-,23,4,12,4,2023,356,+ACI-22.714285714285715+ACI-,+ACI-23.8+ACI-,+ACI-23.0+ACI-,+ACI-17.0+ACI-,,
2023+AC0-12+AC0-23,+ACI-Widget A+ACI-,20,5,12,4,2023,357,+ACI-22.0+ACI-,+ACI-23.666666666666668+ACI-,+ACI-23.0+ACI-,+ACI-25.0+ACI-,,
2023+AC0-12+AC0-24,+ACI-Widget A+ACI-,20,6,12,4,2023,358,+ACI-22.0+ACI-,+ACI-23.333333333333332+ACI-,+ACI-20.0+ACI-,+ACI-20.0+ACI-,,
2023+AC0-12+AC0-25,+ACI-Widget A+ACI-,25,0,12,4,2023,359,+ACI-21.857142857142858+ACI-,+ACI-23.466666666666665+ACI-,+ACI-20.0+ACI-,+ACI-26.0+ACI-,,
2023+AC0-12+AC0-26,+ACI-Widget A+ACI-,16,1,12,4,2023,360,+ACI-21.0+ACI-,+ACI-23.1+ACI-,+ACI-25.0+ACI-,+ACI-22.0+ACI-,,
2023+AC0-12+AC0-27,+ACI-Widget A+ACI-,29,2,12,4,2023,361,+ACI-22.285714285714285+ACI-,+ACI-23.166666666666668+ACI-,+ACI-16.0+ACI-,+ACI-20.0+ACI-,,
2023+AC0-12+AC0-28,+ACI-Widget A+ACI-,25,3,12,4,2023,362,+ACI-22.571428571428573+ACI-,+ACI-23.266666666666666+ACI-,+ACI-29.0+ACI-,+ACI-23.0+ACI-,,
2023+AC0-12+AC0-29,+ACI-Widget A+ACI-,11,4,12,4,2023,363,+ACI-20.857142857142858+ACI-,+ACI-22.966666666666665+ACI-,+ACI-25.0+ACI-,+ACI-23.0+ACI-,,
2023+AC0-12+AC0-30,+ACI-Widget A+ACI-,23,5,12,4,2023,364,+ACI-21.285714285714285+ACI-,+ACI-22.833333333333332+ACI-,+ACI-11.0+ACI-,+ACI-20.0+ACI-,,
2023+AC0-12+AC0-31,+ACI-Widget A+ACI-,16,6,12,4,2023,365,+ACI-20.714285714285715+ACI-,+ACI-22.2+ACI-,+ACI-23.0+ACI-,+ACI-20.0+ACI-,,
2024+AC0-01+AC0-01,+ACI-Widget A+ACI-,18,0,1,1,2024,1,+ACI-19.714285714285715+ACI-,+ACI-21.9+ACI-,+ACI-16.0+ACI-,+ACI-25.0+ACI-,,
2024+AC0-01+AC0-02,+ACI-Widget A+ACI-,19,1,1,1,2024,2,+ACI-20.142857142857142+ACI-,+ACI-21.7+ACI-,+ACI-18.0+ACI-,+ACI-16.0+ACI-,,
2024+AC0-01+AC0-03,+ACI-Widget A+ACI-,22,2,1,1,2024,3,+ACI-19.142857142857142+ACI-,+ACI-21.633333333333333+ACI-,+ACI-19.0+ACI-,+ACI-29.0+ACI-,,
2024+AC0-01+AC0-04,+ACI-Widget A+ACI-,25,3,1,1,2024,4,+ACI-19.142857142857142+ACI-,+ACI-21.6+ACI-,+ACI-22.0+ACI-,+ACI-25.0+ACI-,,
2024+AC0-01+AC0-05,+ACI-Widget A+ACI-,11,4,1,1,2024,5,+ACI-19.142857142857142+ACI-,+ACI-21.333333333333332+ACI-,+ACI-25.0+ACI-,+ACI-11.0+ACI-,,
2024+AC0-01+AC0-06,+ACI-Widget A+ACI-,20,5,1,1,2024,6,+ACI-18.714285714285715+ACI-,+ACI-21.2+ACI-,+ACI-11.0+ACI-,+ACI-23.0+ACI-,,
2024+AC0-01+AC0-07,+ACI-Widget A+ACI-,15,6,1,1,2024,7,+ACI-18.571428571428573+ACI-,+ACI-20.8+ACI-,+ACI-20.0+ACI-,+ACI-16.0+ACI-,,
2024+AC0-01+AC0-08,+ACI-Widget A+ACI-,20,0,1,1,2024,8,+ACI-18.857142857142858+ACI-,+ACI-20.7+ACI-,+ACI-15.0+ACI-,+ACI-18.0+ACI-,,
2024+AC0-01+AC0-09,+ACI-Widget A+ACI-,20,1,1,1,2024,9,+ACI-19.0+ACI-,+ACI-20.6+ACI-,+ACI-20.0+ACI-,+ACI-19.0+ACI-,,
2024+AC0-01+AC0-10,+ACI-Widget A+ACI-,32,2,1,1,2024,10,+ACI-20.428571428571427+ACI-,+ACI-20.866666666666667+ACI-,+ACI-20.0+ACI-,+ACI-22.0+ACI-,,
2024+AC0-01+AC0-11,+ACI-Widget A+ACI-,21,3,1,1,2024,11,+ACI-19.857142857142858+ACI-,+ACI-20.733333333333334+ACI-,+ACI-32.0+ACI-,+ACI-25.0+ACI-,,
2024+AC0-01+AC0-12,+ACI-Widget A+ACI-,30,4,1,1,2024,12,+ACI-22.571428571428573+ACI-,+ACI-21.133333333333333+ACI-,+ACI-21.0+ACI-,+ACI-11.0+ACI-,,
2024+AC0-01+AC0-13,+ACI-Widget A+ACI-,22,5,1,1,2024,13,+ACI-22.857142857142858+ACI-,+ACI-21.2+ACI-,+ACI-30.0+ACI-,+ACI-20.0+ACI-,,
2024+AC0-01+AC0-14,+ACI-Widget A+ACI-,20,6,1,1,2024,14,+ACI-23.571428571428573+ACI-,+ACI-21.3+ACI-,+ACI-22.0+ACI-,+ACI-15.0+ACI-,,
2024+AC0-01+AC0-15,+ACI-Widget A+ACI-,20,0,1,1,2024,15,+ACI-23.571428571428573+ACI-,+ACI-21.133333333333333+ACI-,+ACI-20.0+ACI-,+ACI-20.0+ACI-,,
2024+AC0-01+AC0-16,+ACI-Widget A+ACI-,15,1,1,1,2024,16,+ACI-22.857142857142858+ACI-,+ACI-20.966666666666665+ACI-,+ACI-20.0+ACI-,+ACI-20.0+ACI-,,
2024+AC0-01+AC0-17,+ACI-Widget A+ACI-,19,2,1,1,2024,17,+ACI-21.0+ACI-,+ACI-20.733333333333334+ACI-,+ACI-15.0+ACI-,+ACI-32.0+ACI-,,
2024+AC0-01+AC0-18,+ACI-Widget A+ACI-,15,3,1,1,2024,18,+ACI-20.142857142857142+ACI-,+ACI-20.5+ACI-,+ACI-19.0+ACI-,+ACI-21.0+ACI-,,
2024+AC0-01+AC0-19,+ACI-Widget A+ACI-,15,4,1,1,2024,19,+ACI-18.0+ACI-,+ACI-20.333333333333332+ACI-,+ACI-15.0+ACI-,+ACI-30.0+ACI-,,
2024+AC0-01+AC0-20,+ACI-Widget A+ACI-,19,5,1,1,2024,20,+ACI-17.571428571428573+ACI-,+ACI-20.2+ACI-,+ACI-15.0+ACI-,+ACI-22.0+ACI-,,
2024+AC0-01+AC0-21,+ACI-Widget A+ACI-,14,6,1,1,2024,21,+ACI-16.714285714285715+ACI-,+ACI-19.9+ACI-,+ACI-19.0+ACI-,+ACI-20.0+ACI-,,
2024+AC0-01+AC0-22,+ACI-Widget A+ACI-,25,0,1,1,2024,22,+ACI-17.428571428571427+ACI-,+ACI-20.066666666666666+ACI-,+ACI-14.0+ACI-,+ACI-20.0+ACI-,,
2024+AC0-01+AC0-23,+ACI-Widget A+ACI-,18,1,1,1,2024,23,+ACI-17.857142857142858+ACI-,+ACI-20.0+ACI-,+ACI-25.0+ACI-,+ACI-15.0+ACI-,,
2024+AC0-01+AC0-24,+ACI-Widget A+ACI-,18,2,1,1,2024,24,+ACI-17.714285714285715+ACI-,+ACI-19.766666666666666+ACI-,+ACI-18.0+ACI-,+ACI-19.0+ACI-,,
2024+AC0-01+AC0-25,+ACI-Widget A+ACI-,21,3,1,1,2024,25,+ACI-18.571428571428573+ACI-,+ACI-19.933333333333334+ACI-,+ACI-18.0+ACI-,+ACI-15.0+ACI-,,
2024+AC0-01+AC0-26,+ACI-Widget A+ACI-,21,4,1,1,2024,26,+ACI-19.428571428571427+ACI-,+ACI-19.666666666666668+ACI-,+ACI-21.0+ACI-,+ACI-15.0+ACI-,,
2024+AC0-01+AC0-27,+ACI-Widget A+ACI-,18,5,1,1,2024,27,+ACI-19.285714285714285+ACI-,+ACI-19.433333333333334+ACI-,+ACI-21.0+ACI-,+ACI-19.0+ACI-,,
2024+AC0-01+AC0-28,+ACI-Widget A+ACI-,22,6,1,1,2024,28,+ACI-20.428571428571427+ACI-,+ACI-19.8+ACI-,+ACI-18.0+ACI-,+ACI-14.0+ACI-,,
2024+AC0-01+AC0-29,+ACI-Widget A+ACI-,12,0,1,1,2024,29,+ACI-18.571428571428573+ACI-,+ACI-19.433333333333334+ACI-,+ACI-22.0+ACI-,+ACI-25.0+ACI-,,
2024+AC0-01+AC0-30,+ACI-Widget A+ACI-,24,1,1,1,2024,30,+ACI-19.428571428571427+ACI-,+ACI-19.7+ACI-,+ACI-12.0+ACI-,+ACI-18.0+ACI-,,
2024+AC0-01+AC0-31,+ACI-Widget A+ACI-,20,2,1,1,2024,31,+ACI-19.714285714285715+ACI-,+ACI-19.766666666666666+ACI-,+ACI-24.0+ACI-,+ACI-18.0+ACI-,,
2024+AC0-02+AC0-01,+ACI-Widget A+ACI-,17,3,2,1,2024,32,+ACI-19.142857142857142+ACI-,+ACI-19.7+ACI-,+ACI-20.0+ACI-,+ACI-21.0+ACI-,,
2024+AC0-02+AC0-02,+ACI-Widget A+ACI-,16,4,2,1,2024,33,+ACI-18.428571428571427+ACI-,+ACI-19.5+ACI-,+ACI-17.0+ACI-,+ACI-21.0+ACI-,,
2024+AC0-02+AC0-03,+ACI-Widget A+ACI-,22,5,2,1,2024,34,+ACI-19.0+ACI-,+ACI-19.4+ACI-,+ACI-16.0+ACI-,+ACI-18.0+ACI-,,
2024+AC0-02+AC0-04,+ACI-Widget A+ACI-,31,6,2,1,2024,35,+ACI-20.285714285714285+ACI-,+ACI-20.066666666666666+ACI-,+ACI-22.0+ACI-,+ACI-22.0+ACI-,,
2024+AC0-02+AC0-05,+ACI-Widget A+ACI-,15,0,2,1,2024,36,+ACI-20.714285714285715+ACI-,+ACI-19.9+ACI-,+ACI-31.0+ACI-,+ACI-12.0+ACI-,,
2024+AC0-02+AC0-06,+ACI-Widget A+ACI-,11,1,2,1,2024,37,+ACI-18.857142857142858+ACI-,+ACI-19.766666666666666+ACI-,+ACI-15.0+ACI-,+ACI-24.0+ACI-,,
2024+AC0-02+AC0-07,+ACI-Widget A+ACI-,15,2,2,1,2024,38,+ACI-18.142857142857142+ACI-,+ACI-19.6+ACI-,+ACI-11.0+ACI-,+ACI-20.0+ACI-,,
2024+AC0-02+AC0-08,+ACI-Widget A+ACI-,14,3,2,1,2024,39,+ACI-17.714285714285715+ACI-,+ACI-19.4+ACI-,+ACI-15.0+ACI-,+ACI-17.0+ACI-,,
2024+AC0-02+AC0-09,+ACI-Widget A+ACI-,11,4,2,1,2024,40,+ACI-17.0+ACI-,+ACI-18.7+ACI-,+ACI-14.0+ACI-,+ACI-16.0+ACI-,,
2024+AC0-02+AC0-10,+ACI-Widget A+ACI-,18,5,2,1,2024,41,+ACI-16.428571428571427+ACI-,+ACI-18.6+ACI-,+ACI-11.0+ACI-,+ACI-22.0+ACI-,,
2024+AC0-02+AC0-11,+ACI-Widget A+ACI-,19,6,2,1,2024,42,+ACI-14.714285714285714+ACI-,+ACI-18.233333333333334+ACI-,+ACI-18.0+ACI-,+ACI-31.0+ACI-,,
2024+AC0-02+AC0-12,+ACI-Widget A+ACI-,16,0,2,1,2024,43,+ACI-14.857142857142858+ACI-,+ACI-18.033333333333335+ACI-,+ACI-19.0+ACI-,+ACI-15.0+ACI-,,
2024+AC0-02+AC0-13,+ACI-Widget A+ACI-,18,1,2,1,2024,44,+ACI-15.857142857142858+ACI-,+ACI-17.966666666666665+ACI-,+ACI-16.0+ACI-,+ACI-11.0+ACI-,,
2024+AC0-02+AC0-14,+ACI-Widget A+ACI-,22,2,2,1,2024,45,+ACI-16.857142857142858+ACI-,+ACI-18.033333333333335+ACI-,+ACI-18.0+ACI-,+ACI-15.0+ACI-,,
2024+AC0-02+AC0-15,+ACI-Widget A+ACI-,12,3,2,1,2024,46,+ACI-16.571428571428573+ACI-,+ACI-17.933333333333334+ACI-,+ACI-22.0+ACI-,+ACI-14.0+ACI-,,
2024+AC0-02+AC0-16,+ACI-Widget A+ACI-,17,4,2,1,2024,47,+ACI-17.428571428571427+ACI-,+ACI-17.866666666666667+ACI-,+ACI-12.0+ACI-,+ACI-11.0+ACI-,,
2024+AC0-02+AC0-17,+ACI-Widget A+ACI-,13,5,2,1,2024,48,+ACI-16.714285714285715+ACI-,+ACI-17.8+ACI-,+ACI-17.0+ACI-,+ACI-18.0+ACI-,,
2024+AC0-02+AC0-18,+ACI-Widget A+ACI-,16,6,2,1,2024,49,+ACI-16.285714285714285+ACI-,+ACI-17.833333333333332+ACI-,+ACI-13.0+ACI-,+ACI-19.0+ACI-,,
2024+AC0-02+AC0-19,+ACI-Widget A+ACI-,16,0,2,1,2024,50,+ACI-16.285714285714285+ACI-,+ACI-17.733333333333334+ACI-,+ACI-16.0+ACI-,+ACI-16.0+ACI-,,
2024+AC0-02+AC0-20,+ACI-Widget A+ACI-,19,1,2,1,2024,51,+ACI-16.428571428571427+ACI-,+ACI-17.9+ACI-,+ACI-16.0+ACI-,+ACI-18.0+ACI-,,
2024+AC0-02+AC0-21,+ACI-Widget A+ACI-,17,2,2,1,2024,52,+ACI-15.714285714285714+ACI-,+ACI-17.633333333333333+ACI-,+ACI-19.0+ACI-,+ACI-22.0+ACI-,,
2024+AC0-02+AC0-22,+ACI-Widget A+ACI-,26,3,2,1,2024,53,+ACI-17.714285714285715+ACI-,+ACI-17.9+ACI-,+ACI-17.0+ACI-,+ACI-12.0+ACI-,,
2024+AC0-02+AC0-23,+ACI-Widget A+ACI-,22,4,2,1,2024,54,+ACI-18.428571428571427+ACI-,+ACI-18.033333333333335+ACI-,+ACI-26.0+ACI-,+ACI-17.0+ACI-,,
2024+AC0-02+AC0-24,+ACI-Widget A+ACI-,13,5,2,1,2024,55,+ACI-18.428571428571427+ACI-,+ACI-17.766666666666666+ACI-,+ACI-22.0+ACI-,+ACI-13.0+ACI-,,
2024+AC0-02+AC0-25,+ACI-Widget A+ACI-,16,6,2,1,2024,56,+ACI-18.428571428571427+ACI-,+ACI-17.6+ACI-,+ACI-13.0+ACI-,+ACI-16.0+ACI-,,
2024+AC0-02+AC0-26,+ACI-Widget A+ACI-,21,0,2,1,2024,57,+ACI-19.142857142857142+ACI-,+ACI-17.7+ACI-,+ACI-16.0+ACI-,+ACI-16.0+ACI-,,
2024+AC0-02+AC0-27,+ACI-Widget A+ACI-,10,1,2,1,2024,58,+ACI-17.857142857142858+ACI-,+ACI-17.3+ACI-,+ACI-21.0+ACI-,+ACI-19.0+ACI-,,
2024+AC0-02+AC0-28,+ACI-Widget A+ACI-,8,2,2,1,2024,59,+ACI-16.571428571428573+ACI-,+ACI-17.166666666666668+ACI-,+ACI-10.0+ACI-,+ACI-17.0+ACI-,,
2024+AC0-02+AC0-29,+ACI-Widget A+ACI-,13,3,2,1,2024,60,+ACI-14.714285714285714+ACI-,+ACI-16.8+ACI-,+ACI-8.0+ACI-,+ACI-26.0+ACI-,,
2024+AC0-03+AC0-01,+ACI-Widget A+ACI-,15,4,3,1,2024,61,+ACI-13.714285714285714+ACI-,+ACI-16.633333333333333+ACI-,+ACI-13.0+ACI-,+ACI-22.0+ACI-,,
2024+AC0-03+AC0-02,+ACI-Widget A+ACI-,16,5,3,1,2024,62,+ACI-14.142857142857142+ACI-,+ACI-16.6+ACI-,+ACI-15.0+ACI-,+ACI-13.0+ACI-,,
2024+AC0-03+AC0-03,+ACI-Widget A+ACI-,21,6,3,1,2024,63,+ACI-14.857142857142858+ACI-,+ACI-16.766666666666666+ACI-,+ACI-16.0+ACI-,+ACI-16.0+ACI-,,
2024+AC0-03+AC0-04,+ACI-Widget A+ACI-,21,0,3,1,2024,64,+ACI-14.857142857142858+ACI-,+ACI-16.733333333333334+ACI-,+ACI-21.0+ACI-,+ACI-21.0+ACI-,,
2024+AC0-03+AC0-05,+ACI-Widget A+ACI-,15,1,3,1,2024,65,+ACI-15.571428571428571+ACI-,+ACI-16.2+ACI-,+ACI-21.0+ACI-,+ACI-10.0+ACI-,,
2024+AC0-03+AC0-06,+ACI-Widget A+ACI-,20,2,3,1,2024,66,+ACI-17.285714285714285+ACI-,+ACI-16.366666666666667+ACI-,+ACI-15.0+ACI-,+ACI-8.0+ACI-,,
2024+AC0-03+AC0-07,+ACI-Widget A+ACI-,14,3,3,1,2024,67,+ACI-17.428571428571427+ACI-,+ACI-16.466666666666665+ACI-,+ACI-20.0+ACI-,+ACI-13.0+ACI-,,
2024+AC0-03+AC0-08,+ACI-Widget A+ACI-,16,4,3,1,2024,68,+ACI-17.571428571428573+ACI-,+ACI-16.5+ACI-,+ACI-14.0+ACI-,+ACI-15.0+ACI-,,
2024+AC0-03+AC0-09,+ACI-Widget A+ACI-,17,5,3,1,2024,69,+ACI-17.714285714285715+ACI-,+ACI-16.6+ACI-,+ACI-16.0+ACI-,+ACI-16.0+ACI-,,
2024+AC0-03+AC0-10,+ACI-Widget A+ACI-,11,6,3,1,2024,70,+ACI-16.285714285714285+ACI-,+ACI-16.6+ACI-,+ACI-17.0+ACI-,+ACI-21.0+ACI-,,
2024+AC0-03+AC0-11,+ACI-Widget A+ACI-,14,0,3,1,2024,71,+ACI-15.285714285714286+ACI-,+ACI-16.466666666666665+ACI-,+ACI-11.0+ACI-,+ACI-21.0+ACI-,,
2024+AC0-03+AC0-12,+ACI-Widget A+ACI-,11,1,3,1,2024,72,+ACI-14.714285714285714+ACI-,+ACI-16.2+ACI-,+ACI-14.0+ACI-,+ACI-15.0+ACI-,,
2024+AC0-03+AC0-13,+ACI-Widget A+ACI-,19,2,3,1,2024,73,+ACI-14.571428571428571+ACI-,+ACI-16.3+ACI-,+ACI-11.0+ACI-,+ACI-20.0+ACI-,,
2024+AC0-03+AC0-14,+ACI-Widget A+ACI-,9,3,3,1,2024,74,+ACI-13.857142857142858+ACI-,+ACI-16.0+ACI-,+ACI-19.0+ACI-,+ACI-14.0+ACI-,,
2024+AC0-03+AC0-15,+ACI-Widget A+ACI-,11,4,3,1,2024,75,+ACI-13.142857142857142+ACI-,+ACI-15.633333333333333+ACI-,+ACI-9.0+ACI-,+ACI-16.0+ACI-,,
2024+AC0-03+AC0-16,+ACI-Widget A+ACI-,15,5,3,1,2024,76,+ACI-12.857142857142858+ACI-,+ACI-15.733333333333333+ACI-,+ACI-11.0+ACI-,+ACI-17.0+ACI-,,
2024+AC0-03+AC0-17,+ACI-Widget A+ACI-,10,6,3,1,2024,77,+ACI-12.714285714285714+ACI-,+ACI-15.5+ACI-,+ACI-15.0+ACI-,+ACI-11.0+ACI-,,
2024+AC0-03+AC0-18,+ACI-Widget A+ACI-,9,0,3,1,2024,78,+ACI-12.0+ACI-,+ACI-15.366666666666667+ACI-,+ACI-10.0+ACI-,+ACI-14.0+ACI-,,
2024+AC0-03+AC0-19,+ACI-Widget A+ACI-,19,1,3,1,2024,79,+ACI-13.142857142857142+ACI-,+ACI-15.466666666666667+ACI-,+ACI-9.0+ACI-,+ACI-11.0+ACI-,,
2024+AC0-03+AC0-20,+ACI-Widget A+ACI-,9,2,3,1,2024,80,+ACI-11.714285714285714+ACI-,+ACI-15.233333333333333+ACI-,+ACI-19.0+ACI-,+ACI-19.0+ACI-,,
2024+AC0-03+AC0-21,+ACI-Widget A+ACI-,18,3,3,1,2024,81,+ACI-13.0+ACI-,+ACI-15.2+ACI-,+ACI-9.0+ACI-,+ACI-9.0+ACI-,,
2024+AC0-03+AC0-22,+ACI-Widget A+ACI-,17,4,3,1,2024,82,+ACI-13.857142857142858+ACI-,+ACI-15.2+ACI-,+ACI-18.0+ACI-,+ACI-11.0+ACI-,,
2024+AC0-03+AC0-23,+ACI-Widget A+ACI-,12,5,3,1,2024,83,+ACI-13.428571428571429+ACI-,+ACI-14.733333333333333+ACI-,+ACI-17.0+ACI-,+ACI-15.0+ACI-,,
2024+AC0-03+AC0-24,+ACI-Widget A+ACI-,18,6,3,1,2024,84,+ACI-14.571428571428571+ACI-,+ACI-14.6+ACI-,+ACI-12.0+ACI-,+ACI-10.0+ACI-,,
2024+AC0-03+AC0-25,+ACI-Widget A+ACI-,12,0,3,1,2024,85,+ACI-15.0+ACI-,+ACI-14.566666666666666+ACI-,+ACI-18.0+ACI-,+ACI-9.0+ACI-,,
2024+AC0-03+AC0-26,+ACI-Widget A+ACI-,16,1,3,1,2024,86,+ACI-14.571428571428571+ACI-,+ACI-14.566666666666666+ACI-,+ACI-12.0+ACI-,+ACI-19.0+ACI-,,
2024+AC0-03+AC0-27,+ACI-Widget A+ACI-,15,2,3,1,2024,87,+ACI-15.428571428571429+ACI-,+ACI-14.366666666666667+ACI-,+ACI-16.0+ACI-,+ACI-9.0+ACI-,,
2024+AC0-03+AC0-28,+ACI-Widget A+ACI-,19,3,3,1,2024,88,+ACI-15.571428571428571+ACI-,+ACI-14.666666666666666+ACI-,+ACI-15.0+ACI-,+ACI-18.0+ACI-,,
2024+AC0-03+AC0-29,+ACI-Widget A+ACI-,11,4,3,1,2024,89,+ACI-14.714285714285714+ACI-,+ACI-14.766666666666667+ACI-,+ACI-19.0+ACI-,+ACI-17.0+ACI-,,
